Enchanting Mermaid,Normal Monster,1200,900
Endless Decay,Effect Monster,0,0
Energy Bravery,Effect Monster,1700,1200
Engraver of the Mark,Effect Monster,1800,1200
Enlightenment Paladin,Synchro Monster,2500,2000
Enraged Battle Ox,Effect Monster,1700,1000
Envoy of Chaos,Effect Monster,1500,0
Erebus the Underworld Monarch,Effect Monster,2800,1000
Eria the Water Charmer,Flip Effect Monster,500,1500
Escher the Frost Vassal,Effect Monster,800,1000
Etoile Cyber,Effect Monster,1200,1600
Evening Twilight Knight,Effect Monster,500,2000
Evigishki Gustkraken,Ritual Effect Monster,2400,1000
Evigishki Levianima,Ritual Effect Monster,2700,1500
Evigishki Merrowgeist,XYZ Monster,2100,1600
Evigishki Mind Augus,Ritual Effect Monster,2500,2000
Evigishki Soul Ogre,Ritual Effect Monster,2800,2800
Evigishki Tetrogre,Ritual Effect Monster,2600,2100
Evil Dragon Ananta,Effect Monster,0,0
Evil HERO Dark Gaia,Fusion Monster,0,0
Evil HERO Infernal Prodigy,Effect Monster,300,600
Evil HERO Infernal Sniper,Fusion Monster,2000,2500
Evil HERO Inferno Wing,Fusion Monster,2100,1200
Evil HERO Lightning Golem,Fusion Monster,2400,1500
Evil HERO Malicious Edge,Effect Monster,2600,1800
Evil HERO Wild Cyclone,Fusion Monster,1900,2300
Evilswarm Azzathoth,Flip Effect Monster,750,1950
Evilswarm Bahamut,XYZ Monster,2350,1350
Evilswarm Coppelia,Effect Monster,2450,2050
Evilswarm Exciton Knight,XYZ Monster,1900,0
Evilswarm Golem,Effect Monster,2150,1250
Evilswarm Heliotrope,Normal Monster,1950,650
Evilswarm Hraesvelg,Flip Effect Monster,1150,1850
Evilswarm Kerykeion,Effect Monster,1600,1550
Evilswarm Ketos,Effect Monster,1750,1050
Evilswarm Mandragora,Effect Monster,1550,1450
Evilswarm Nightmare,XYZ Monster,950,1950
Evilswarm Obliviwisp,Effect Monster,450,2050
Evilswarm O'lantern,Effect Monster,1650,1250
Evilswarm Ophion,XYZ Monster,2550,1650
Evilswarm Ouroboros,XYZ Monster,2750,1950
Evilswarm Salamandra,Effect Monster,1850,950
Evilswarm Thanatos,XYZ Monster,2350,1350
Evilswarm Zahak,Effect Monster,1850,850
Evolsaur Cerato,Effect Monster,1900,1400
Evolsaur Darwino,Effect Monster,2200,700
Evolsaur Diplo,Effect Monster,1600,800
Evolsaur Elias,Effect Monster,100,2400
Evolsaur Pelta,Effect Monster,1100,2000
Evolsaur Terias,Effect Monster,2400,600
Evolsaur Vulcano,Effect Monster,1200,1000
Evoltile Casinerio,Effect Monster,1600,400
Evoltile Gephyro,Effect Monster,200,400
Evoltile Lagosucho,Effect Monster,1200,500
Evoltile Odonto,Effect Monster,500,1200
Evoltile Pleuro,Effect Monster,200,200
Evoltile Westlo,Flip Effect Monster,700,1900
Evolzar Dolkka,XYZ Monster,2300,1700
Evolzar Laggia,XYZ Monster,2400,2000
Evolzar Solda,XYZ Monster,2600,1000
Exarion Universe,Effect Monster,1800,1900
Exiled Force,Effect Monster,1000,1000
Exodia Necross,Effect Monster,1800,0
Exodia the Forbidden One,Effect Monster,1000,1000
Exodius the Ultimate Forbidden Lord,Effect Monster,0,0
Exploder Dragon,Effect Monster,1000,0
Exploder Dragonwing,Synchro Monster,2400,1600
Explosive Magician,Synchro Monster,2500,1800
Explossum,Effect Monster,100,100
Express Train Trolley Olley,Effect Monster,1800,1000
Expressroid,Effect Monster,400,1600
Extra Veiler,Effect Monster,600,200
Eyearmor,Normal Monster,600,500
Fabled Ashenveil,Effect Monster,1600,1200
Fabled Dianaira,Effect Monster,2800,100
Fabled Gallabas,Effect Monster,1500,800
Fabled Grimro,Effect Monster,1700,1000
Fabled Krus,Effect Monster,1000,800
Fabled Leviathan,Synchro Monster,3000,2000
Fabled Miztoji,Tuner Monster,400,200
Fabled Oltro,Tuner Monster,800,500
Fabled Ragin,Synchro Monster,2300,1800
Fabled Raven,Tuner Monster,1300,1000
Fabled Soulkius,Effect Monster,2200,2100
Fabled Topi,Effect Monster,500,200
Fabled Urustos,Effect Monster,1500,200
Fabled Valkyrus,Synchro Monster,2900,1700
Fairy Archer,Effect Monster,1400,600
Fairy Cheer Girl,XYZ Monster,1900,1500
Fairy Dragon,Normal Monster,1100,1200
Fairy Guardian,Effect Monster,1000,1000
Fairy King Albverdich,XYZ Monster,2300,1400
Fairy King Truesdale,Effect Monster,2200,1500
Fairy Knight Ingunar,XYZ Monster,2200,3000
Fairy Tail - Sleeper,Flip Effect Monster,1850,1000
Fairy Tail - Snow,Effect Monster,1850,1000
Fairy's Gift,Normal Monster,1400,1000
Fairywitch,Normal Monster,800,1000
Faith Bird,Normal Monster,1500,1100
Fallen Angel of Roses,Effect Monster,2400,1300
Familiar-Possessed - Aussa,Effect Monster,1850,1500
Familiar-Possessed - Dharc,Effect Monster,1850,1500
Familiar-Possessed - Eria,Effect Monster,1850,1500
Familiar-Possessed - Hiita,Effect Monster,1850,1500
Familiar-Possessed - Wynn,Effect Monster,1850,1500
Fear from the Dark,Effect Monster,1700,1500
Featherizer,Effect Monster,700,1100
Feedback Warrior,Effect Monster,800,700
Felgrand Dragon,Effect Monster,2800,2800
Fenghuang,Spirit Monster,2100,1800
Fenrir,Effect Monster,1400,1200
Fenrir the Nordic Wolf,Effect Monster,4000,4000
Feral Imp,Normal Monster,1300,1400
Fiend Kraken,Normal Monster,1200,1400
Fiend Scorpion,Normal Monster,900,200
Fiend Skull Dragon,Fusion Monster,2000,1200
Fiend Sword,Normal Monster,1400,800
Fiend's Hand,Normal Monster,600,600
Fiend's Mirror,Ritual Monster,2100,1800
Fire Hand,Effect Monster,1600,1000
Fire King Avatar Barong,Effect Monster,1800,200
Fire King Avatar Garunix,Effect Monster,700,1700
Fire King Avatar Yaksha,Effect Monster,1800,200
Fire King High Avatar Garunix,Effect Monster,2700,1700
Fire Kraken,Normal Monster,1600,1500
Fire Princess,Effect Monster,1300,1500
Fire Reaper,Normal Monster,700,500
Fire Sorcerer,Flip Effect Monster,1000,1500
Fire Trooper,Effect Monster,1000,1000
Firegrass,Normal Monster,700,600
Firestorm Prominence,Effect Monster,2000,1500
Firewing Pegasus,Normal Monster,2250,1800
Fireyarou,Normal Monster,1300,1000
First of the Dragons,Fusion Monster,2700,2000
Fishborg Archer,Tuner Monster,300,300
Fishborg Doctor,Effect Monster,400,400
Fishborg Launcher,Tuner Monster,200,100
Fishborg Planter,Effect Monster,200,200
Flame Armor Ninja,Effect Monster,1700,1000
Flame Cerebrus,Normal Monster,2100,1800
Flame Champion,Normal Monster,1900,1300
Flame Dancer,Normal Monster,550,450
Flame Ghost,Fusion Monster,1000,800
Flame Manipulator,Normal Monster,900,1000
Flame Ogre,Effect Monster,2400,1700
Flame Ruler,Effect Monster,1500,1600
Flame Swordsman,Fusion Monster,1800,1600
Flame Swordsman,Fusion Monster,1800,1600
Flame Tiger,Effect Monster,1800,0
Flame Viper,Normal Monster,400,450
Flamvell Archer,Tuner Monster,1000,200
Flamvell Baby,Tuner Monster,800,200
Flamvell Commando,Effect Monster,2200,200
Flamvell Dragnov,Effect Monster,1100,200
Flamvell Fiend,Effect Monster,2100,1200
Flamvell Firedog,Effect Monster,1900,200
Flamvell Grunika,Effect Monster,1700,200
Flamvell Guard,Normal Tuner Monster,100,2000
Flamvell Magician,Tuner Monster,1400,200
Flamvell Poun,Effect Monster,200,200
Flamvell Uruquizas,Synchro Monster,2100,400
Flare Resonator,Tuner Monster,300,1300
Flash Knight,Pendulum Normal Monster,1800,600
Flelf,Effect Monster,800,1300
Fleur Synchron,Tuner Monster,400,200
Flower Cardian Boardefly,Synchro Monster,2000,2000
Flower Cardian Cherry Blossom with Curtain,Effect Monster,2000,2000
Flower Cardian Clover with Boar,Effect Monster,1000,1000
Flower Cardian Lightshower,Synchro Monster,3000,3000
Flower Cardian Maple with Deer,Effect Monster,1000,1000
Flower Cardian Paulownia,Effect Monster,100,100
Flower Cardian Paulownia with Phoenix,Effect Monster,2000,2000
Flower Cardian Peony with Butterfly,Tuner Monster,1000,1000
Flower Cardian Pine with Crane,Effect Monster,2000,2000
Flower Cardian Willow,Effect Monster,100,100
Flower Cardian Zebra Grass,Effect Monster,100,100
Flower Cardian Zebra Grass with Moon,Effect Monster,2000,2000
Flowerbot,Effect Monster,1500,800
Fluffal Bear,Effect Monster,1200,800
Fluffal Cat,Effect Monster,700,300
Fluffal Dog,Effect Monster,1700,1000
Fluffal Leo,Effect Monster,1600,1200
Fluffal Mouse,Effect Monster,100,100
Fluffal Owl,Effect Monster,1000,1000
Fluffal Penguin,Effect Monster,1600,1100
Fluffal Rabbit,Effect Monster,300,1200
Fluffal Wings,Effect Monster,100,100
Flyfang,Effect Monster,1600,300
Flying Fish,Normal Monster,800,500
Flying Fortress SKY FIRE,Effect Monster,3000,2500
Flying Kamakiri 2,Normal Monster,1500,800
Flying Penguin,Normal Monster,1200,1000
Fog King,Effect Monster,0,0
Fool of Prophecy,Effect Monster,1600,900
Force Resonator,Tuner Monster,500,500
Formula Synchron,Synchro Tuner Monster,200,1500
Fortress Warrior,Effect Monster,600,1200
Fortress Whale,Ritual Monster,2350,2150
Fortune Lady Dark,Effect Monster,0,0
Fortune Lady Fire,Effect Monster,0,0
Fortune Lady Light,Effect Monster,0,0
Fortune Lady Water,Effect Monster,0,0
Fortune Lady Wind,Effect Monster,0,0
Fossil Dyna Pachycephalo,Effect Monster,1200,1300
Fossil Tusker,Effect Monster,1800,0
Foucault's Cannon,Pendulum Normal Monster,2200,1200
Freed the Brave Wanderer,Effect Monster,1700,1200
Freed the Matchless General,Effect Monster,2300,1700
Frequency Magician,Tuner Monster,800,400
Frightfur Kraken,Fusion Monster,2200,3000
Frightfur Leo,Fusion Monster,2400,2000
Frightfur Sheep,Fusion Monster,2000,2000
Frightfur Tiger,Fusion Monster,1900,1200
Frightfur Wolf,Fusion Monster,2000,1500
Frontier Wiseman,Effect Monster,1600,800
Frontline Observer,Effect Monster,1000,1500
Frost and Flame Dragon,Effect Monster,2300,2000
Frostosaurus,Normal Monster,2600,1700
Frozen Fitzgerald,Synchro Monster,2500,2500
Fungi of the Musk,Normal Monster,400,300
Fushi No Tori,Spirit Monster,1200,0
Fushioh Richie,Effect Monster,2600,2900
Fusionist,Fusion Monster,900,700
G.B. Hunter,Effect Monster,1200,2000
Gaap the Divine Soldier,Effect Monster,2200,2000
Gachi Gachi Gantetsu,XYZ Monster,500,1800
Gadget Arms,Flip Effect Monster,200,400
Gadget Driver,Effect Monster,200,200
Gadget Hauler,Effect Monster,1300,0
Gagaga Caesar,Effect Monster,1800,600
Gagaga Clerk,Effect Monster,400,800
Gagaga Cowboy,XYZ Monster,1500,2400
Gagaga Gardna,Effect Monster,1500,2000
Gagaga Girl,Effect Monster,1000,800
Gagaga Head,Effect Monster,2100,2000
Gagaga Magician,Effect Monster,1500,1000
Gagaga Mancer,Effect Monster,100,100
Gagaga Sister,Effect Monster,200,800
Gagagigo,Normal Monster,1850,1000
Gagagigo the Risen,XYZ Monster,2950,2800
Gaia Plate the Earth Giant,Effect Monster,2800,1000
Gaia Soul the Combustible Collective,Effect Monster,2000,0
Gaia the Dragon Champion,Fusion Monster,2600,2100
Gaia The Fierce Knight,Normal Monster,2300,2100
Gaia The Fierce Knight,Normal Monster,2300,2100
Galaxy Dragon,Effect Monster,2000,1200
Galaxy Knight,Effect Monster,2800,2600
Galaxy Serpent,Normal Tuner Monster,1000,0
Galaxy Soldier,Effect Monster,2000,0
Galaxy Stealth Dragon,XYZ Monster,2000,1600
Galaxy Tyranno,Effect Monster,2000,0
Galaxy Wizard,Effect Monster,0,1800
Galaxy Worm,Effect Monster,1200,1000
Galaxy-Eyes Cipher Blade Dragon,XYZ Monster,3200,2800
Galaxy-Eyes Cipher Dragon,XYZ Monster,3000,2500
Galaxy-Eyes Cloudragon,Effect Monster,300,250
Galaxy-Eyes Full Armor Photon Dragon,XYZ Monster,4000,3500
Gale Dogra,Effect Monster,650,600
Gale Lizard,Flip Effect Monster,1400,700
Gallis the Star Beast,Effect Monster,800,800
Gambler of Legend,Effect Monster,500,1400
Gamma The Electromagnet Warrior,Effect Monster,800,2000
Gamma the Magnet Warrior,Normal Monster,1500,1800
Ganbara Knight,Effect Monster,0,1800
Ganbara Lancer,Effect Monster,1000,2000
Gandora the Dragon of Destruction,Effect Monster,0,0
Gandora-X the Dragon of Demolition,Effect Monster,0,0
Ganigumo,Normal Monster,600,800
Garbage Lord,Effect Monster,0,2400
Garbage Ogre,Effect Monster,800,1300
Garnecia Elefantis,Normal Monster,2400,2000
Garoozis,Normal Monster,1800,1500
Garuda the Wind Spirit,Effect Monster,1600,1200
Garum the Storm Vassal,Effect Monster,800,1000
Garvas,Normal Monster,2000,1700
Gash the Dust Lord,Effect Monster,1000,1200
Gate Blocker,Effect Monster,100,2000
Gate Deeg,Normal Monster,700,800
Gate Guardian,Effect Monster,3750,3400
Gatekeeper,Normal Monster,1500,1800
Gauntlet Launcher,XYZ Monster,2400,2800
Gauntlet Warrior,Effect Monster,400,1600
Gazelle the King of Mythical Beasts,Normal Monster,1500,1200
Gazer Shark,Effect Monster,1000,1900
Gear Gigant X,XYZ Monster,2300,1500
Gear Golem the Moving Fortress,Effect Monster,800,2200
Gearfried the Iron Knight,Effect Monster,1800,1600
Gearfried the Swordmaster,Effect Monster,2600,2200
Geargiaccelerator,Effect Monster,1400,800
Geargiagear Gigant XG,XYZ Monster,2500,1300
Geargiano,Effect Monster,500,1000
Geargiano Mk-II,Effect Monster,1000,500
Geargiano Mk-III,Effect Monster,1000,1000
Geargiarmor,Effect Monster,1100,1900
Geargiarsenal,Effect Monster,1500,500
Geargiattacker,Effect Monster,1900,100
Geargiauger,Effect Monster,500,500
Gearspring Spirit,Effect Monster,100,100
Geira Guile the Cubic King,Effect Monster,0,0
Gellenduo,Effect Monster,1700,0
Gem-Armadillo,Effect Monster,1700,500
Gem-Elephant,Effect Monster,400,1900
Gemini Elf,Normal Monster,1900,900
Gemini Elf,Normal Monster,1900,900
Gemini Imps,Effect Monster,1000,1000
Gemini Lancer,Gemini Monster,1800,1400
Gemini Soldier,Gemini Monster,500,300
Gemini Summoner,Effect Monster,1500,0
Gem-Knight Amber,Gemini Monster,1600,1400
Gem-Knight Amethyst,Fusion Monster,1950,2450
Gem-Knight Aquamarine,Fusion Monster,1400,2600
Gem-Knight Citrine,Fusion Monster,2200,1950
Gem-Knight Crystal,Normal Monster,2450,1950
Gem-Knight Emerald,Effect Monster,1800,800
Gem-Knight Garnet,Normal Monster,1900,0
Gem-Knight Iolite,Gemini Monster,1300,2000
Gem-Knight Lady Brilliant Diamond,Fusion Monster,3400,2000
Gem-Knight Lady Lapis Lazuli,Fusion Monster,2400,1000
Gem-Knight Lazuli,Effect Monster,600,100
Gem-Knight Master Diamond,Fusion Monster,2900,2500
Gem-Knight Obsidian,Effect Monster,1500,1200
Gem-Knight Pearl,XYZ Monster,2600,1900
Gem-Knight Ruby,Fusion Monster,2500,1300
Gem-Knight Sapphire,Normal Monster,0,2100
Gem-Knight Sardonyx,Gemini Monster,1800,900
Gem-Knight Seraphinite,Fusion Monster,2300,1400
Gem-Knight Topaz,Fusion Monster,1800,1800
Gem-Knight Tourmaline,Normal Monster,1600,1800
Gem-Knight Zirconia,Fusion Monster,2900,2500
Gem-Merchant,Effect Monster,1000,1000
Gem-Turtle,Flip Effect Monster,0,2000
General Gantala of the Ice Barrier,Effect Monster,2700,2000
General Grunard of the Ice Barrier,Effect Monster,2800,1000
Genesis Dragon,Effect Monster,2200,1800
Gene-Warped Warwolf,Normal Monster,2000,100
Genex Ally Axel,Synchro Monster,2600,2000
Genex Ally Birdman,Tuner Monster,1400,400
Genex Ally Changer,Effect Monster,1200,1800
Genex Ally Chemistrer,Tuner Monster,200,500
Genex Ally Crusher,Effect Monster,1000,2000
Genex Ally Duradark,Effect Monster,1800,200
Genex Ally Reliever,Effect Monster,2200,1000
Genex Ally Remote,Tuner Monster,500,1800
Genex Ally Triarm,Synchro Monster,2400,1600
Genex Ally Triforce,Synchro Monster,2500,2100
Genex Ally Volcannon,Effect Monster,1700,600
Genex Army,Effect Monster,2300,1300
Genex Blastfan,Effect Monster,1600,1300
Genex Controller,Normal Tuner Monster,1400,1200
Genex Furnace,Effect Monster,2000,1300
Genex Neutron,Effect Monster,1800,1200
Genex Power Planner,Effect Monster,300,200
Genex Recycled,Tuner Monster,200,400
Genex Searcher,Effect Monster,1600,400
Genex Solar,Effect Monster,2500,1500
Genex Spare,Tuner Monster,800,1200
Genex Turbine,Effect Monster,1400,1300
Genex Undine,Effect Monster,1200,600
Genin,Normal Monster,600,900
Genomix Fighter,Tuner Monster,2200,1100
Gentlemander,Effect Monster,1200,1000
Geo Genex,Synchro Monster,1800,2800
Geomancer of the Ice Barrier,Tuner Monster,800,1200
Getsu Fuhma,Effect Monster,1700,1200
Ghost Fairy Elfobia,Effect Monster,900,500
Ghost Gardna,Effect Monster,0,1900
Ghost Knight of Jackal,Effect Monster,1700,1600
Ghost Ogre & Snow Rabbit,Tuner Monster,0,1800
Ghost Reaper & Winter Cherries,Tuner Monster,0,1800
Ghost Ship,Effect Monster,1900,1000
Ghostrick Alucard,XYZ Monster,1800,1600
Ghostrick Angel of Mischief,XYZ Monster,2000,2500
Ghostrick Doll,Effect Monster,300,1200
Ghostrick Dullahan,XYZ Monster,1000,0
Ghostrick Jackfrost,Effect Monster,800,100
Ghostrick Lantern,Effect Monster,800,0
Ghostrick Nekomusume,Effect Monster,400,900
Ghostrick Skeleton,Effect Monster,1200,1100
Ghostrick Socuteboss,XYZ Monster,1400,1200
Ghostrick Specter,Effect Monster,600,0
Ghostrick Stein,Effect Monster,1600,0
Ghostrick Warwolf,Effect Monster,1400,1500
Ghostrick Witch,Effect Monster,1200,200
Ghostrick Yeti,Effect Monster,300,2000
Ghostrick Yuki-onna,Effect Monster,1000,800
Giant Flea,Normal Monster,1500,1200
Giant Kozaky,Effect Monster,2500,2400
Giant Mech-Soldier,Normal Monster,1750,1900
Giant Orc,Effect Monster,2200,0
Giant Red Seasnake,Normal Monster,1800,800
Giant Scorpion of the Tundra,Normal Monster,1100,1000
Giant Soldier of Steel,XYZ Monster,1300,2000
Giant Soldier of Stone,Normal Monster,1300,2000
Giga Gagagigo,Normal Monster,2450,1500
Gigantes,Effect Monster,1900,1300
Giganticastle,Synchro Monster,2900,2800
Giganto,Normal Monster,1700,1800
Gigaplant,Gemini Monster,2400,1200
Giga-Tech Wolf,Normal Monster,1200,1400
Gigobyte,Normal Monster,350,300
Gil Garth,Normal Monster,1800,1200
Gilasaurus,Effect Monster,1400,400
Gilford the Legend,Effect Monster,2600,2000
Gilford the Lightning,Effect Monster,2800,1400
Gilford the Lightning,Effect Monster,2800,1400
Gillagillancer,Effect Monster,2200,800
Giltia the D. Knight,Fusion Monster,1850,1500
Gimmick Puppet Des Troy,Effect Monster,1200,2000
Gimmick Puppet Egg Head,Effect Monster,1600,1200
Gimmick Puppet Gear Changer,Effect Monster,100,100
Gimmick Puppet Humpty Dumpty,Effect Monster,0,100
Gimmick Puppet Magnet Doll,Effect Monster,1000,1000
Gimmick Puppet Nightmare,Effect Monster,1000,2000
Gimmick Puppet Scissor Arms,Effect Monster,1200,600
Gimmick Puppet Shadow Feeler,Effect Monster,1000,1000
Gimmick Puppet Twilight Joker,Effect Monster,800,1600
Gishki Abyss,Effect Monster,800,500
Gishki Ariel,Flip Effect Monster,1000,1800
Gishki Avance,Effect Monster,1500,800
Gishki Beast,Effect Monster,1500,1300
Gishki Chain,Effect Monster,1800,1000
Gishki Diviner,Effect Monster,1200,800
Gishki Emilia,Spirit Monster,1600,800
Gishki Marker,Effect Monster,1600,1200
Gishki Mollusk,Effect Monster,1700,900
Gishki Natalia,Spirit Monster,1800,900
Gishki Noellia,Effect Monster,1700,1000
Gishki Psychelone,Ritual Effect Monster,2150,1650
Gishki Reliever,Effect Monster,500,800
Gishki Shadow,Effect Monster,1200,1000
Gishki Vision,Effect Monster,700,500
Gishki Zielgigas,Ritual Effect Monster,3200,0
Gladiator Beast Alexander,Effect Monster,2400,600
Gladiator Beast Augustus,Effect Monster,2600,1000
Gladiator Beast Bestiari,Effect Monster,1500,800
Gladiator Beast Darius,Effect Monster,1700,300
Gladiator Beast Dimacari,Effect Monster,1600,1200
Gladiator Beast Equeste,Effect Monster,1600,1200
Gladiator Beast Essedarii,Fusion Monster,2500,1400
Gladiator Beast Gyzarus,Fusion Monster,2400,1500
Gladiator Beast Heraklinos,Fusion Monster,3000,2800
Gladiator Beast Hoplomus,Effect Monster,700,2100
Gladiator Beast Lanista,Effect Monster,1800,1200
Gladiator Beast Laquari,Effect Monster,1800,400
Gladiator Beast Murmillo,Effect Monster,800,400
Gladiator Beast Nerokius,Fusion Monster,2800,1900
Gladiator Beast Octavius,Effect Monster,2500,1200
Gladiator Beast Retiari,Effect Monster,1200,800
Gladiator Beast Samnite,Effect Monster,1600,1200
Gladiator Beast Torax,Effect Monster,1400,400
Gladiator Beast Tygerius,Effect Monster,1800,800
Glow-Up Bulb,Tuner Monster,100,100
Goblin Black Ops,Effect Monster,1300,0
Goblin Calligrapher,Normal Monster,400,400
Goblin Decoy Squad,Effect Monster,1000,0
Goblin King,Effect Monster,0,0
Goblin Marauding Squad,Effect Monster,1900,0
Goblin of Greed,Effect Monster,1000,1800
Goblin Pothole Squad,Effect Monster,1500,400
Goblin Zombie,Effect Monster,1100,1050
Goblindbergh,Effect Monster,1400,0
Goddess of Whim,Effect Monster,950,700
Goddess with the Third Eye,Effect Monster,1200,1000
Goe Goe the Gallant Ninja,Effect Monster,1500,1000
Goggle Golem,Gemini Monster,1500,500
Gogiga Gagagigo,Normal Monster,2950,2800
Gogogo Aristera & Dexia,Effect Monster,0,2200
Gogogo Ghost,Effect Monster,1900,0
Gogogo Giant,Effect Monster,2000,0
Gogogo Gigas,Effect Monster,0,2200
Gogogo Golem,Effect Monster,1800,1500
Gogogo Golem - Golden Form,Effect Monster,0,1500
Gogogo Goram,Effect Monster,2300,0
Gokibore,Normal Monster,1200,1400
Gokipon,Effect Monster,800,800
Gold Gadget,Effect Monster,1700,800
Golden Dragon Summoner,Effect Monster,1000,1000
Golden Flying Fish,Effect Monster,1700,1000
Golden Homunculus,Effect Monster,1500,1500
Golem Dragon,Effect Monster,200,2000
Golem Sentry,Effect Monster,800,1800
Golgoil,Normal Monster,900,1600
Gonogo,Effect Monster,1350,1600
Googly-Eyes Drum Dragon,XYZ Monster,3000,2500
Gora Turtle of Illusion,Effect Monster,1200,1400
Gorgon Egg,Normal Monster,300,1300
Gorgonic Cerberus,Effect Monster,1300,300
Gorgonic Gargoyle,Effect Monster,1000,800
Gorgonic Golem,Effect Monster,1200,600
Gorgonic Guardian,XYZ Monster,1600,1200
Gorz the Emissary of Darkness,Effect Monster,2700,2500
Goyo Chaser,Synchro Monster,1900,1000
Goyo Defender,Synchro Monster,1000,1000
Goyo Emperor,Fusion Monster,3300,2500
Goyo Guardian,Synchro Monster,2800,2000
Gradius,Normal Monster,1200,800
Gradius' Option,Effect Monster,0,0
Granadora,Effect Monster,1900,700
Grand Tiki Elder,Normal Monster,1500,800
Grandmaster of the Six Samurai,Effect Monster,2100,800
Grandram,Effect Monster,0,1400
Grandsoil the Elemental Lord,Effect Monster,2800,2200
Granmarg the Mega Monarch,Effect Monster,2800,1000
Granmarg the Rock Monarch,Effect Monster,2400,1000
Grapple Blocker,Effect Monster,1200,2000
Grappler,Normal Monster,1300,1200
Grass Phantom,Effect Monster,1000,1000
Grave Ohja,Effect Monster,1600,1500
Grave Protector,Effect Monster,0,2000
Grave Squirmer,Effect Monster,0,0
Gravekeeper's Ambusher,Effect Monster,1700,0
Gravekeeper's Assailant,Effect Monster,1500,1500
Gravekeeper's Chief,Effect Monster,1900,1200
Gravekeeper's Commandant,Effect Monster,1600,1500
Gravekeeper's Curse,Effect Monster,800,800
Gravekeeper's Descendant,Effect Monster,1500,1200
Gravekeeper's Guard,Flip Effect Monster,1000,1900
Gravekeeper's Heretic,Effect Monster,1800,1500
Gravekeeper's Oracle,Effect Monster,2000,1500
Gravekeeper's Priestess,Effect Monster,1000,1500
Gravekeeper's Shaman,Effect Monster,1500,1500
Gravekeeper's Spear Soldier,Effect Monster,1500,1000
Gravekeeper's Spy,Flip Effect Monster,1200,2000
Gravekeeper's Visionary,Effect Monster,2000,1800
Gravekeeper's Watcher,Effect Monster,1000,1000
Graveyard and the Hand of Invitation,Normal Monster,700,900
Gravi-Crush Dragon,Effect Monster,2400,1200
Gravitic Orb,Flip Effect Monster,1100,700
Gravity Behemoth,Effect Monster,2300,2000
Gravity Warrior,Synchro Monster,2100,1000
Gray Wing,Effect Monster,1300,700
Graydle Alligator,Effect Monster,500,1500
Graydle Dragon,Synchro Monster,3000,2000
Graydle Eagle,Effect Monster,1500,500
Graydle Slime,Tuner Monster,0,2000
Graydle Slime Jr.,Tuner Monster,0,2000
Great Angus,Normal Monster,1800,600
Great Bill,Normal Monster,1250,1300
Great Dezard,Effect Monster,1900,2300
Great Long Nose,Spirit Monster,1900,1700
Great Maju Garzett,Effect Monster,0,0
Great Mammoth of Goldfine,Fusion Monster,2200,1800
Great Moth,Effect Monster,2600,2500
Great Phantom Thief,Effect Monster,1000,1000
Great Shogun Shien,Effect Monster,2500,2400
Great Sorcerer of the Nekroz,Effect Monster,1500,800
Great White,Normal Monster,1600,800
Greed Quasar,Effect Monster,0,0
Greedy Venom Fusion Dragon,Fusion Monster,3300,2500
Green Duston,Effect Monster,0,1000
Green Gadget,Effect Monster,1400,600
Green Phantom King,Normal Monster,500,1600
Green Turtle Summoner,Effect Monster,400,1500
Greenkappa,Flip Effect Monster,650,900
Gren Maju Da Eiza,Effect Monster,0,0
Grenosaurus,XYZ Monster,2000,1900
Griffore,Normal Monster,1200,1500
Griggle,Effect Monster,350,300
Grinder Golem,Effect Monster,3000,300
Ground Attacker Bugroth,Normal Monster,1500,1000
Ground Spider,Effect Monster,0,1500
Gruesome Goo,Normal Monster,1300,700
Guard Dog,Flip Effect Monster,1500,500
Guardian Angel Joan,Effect Monster,2800,2000
Guardian Baou,Effect Monster,800,400
Guardian Ceal,Effect Monster,1700,1400
Guardian Dreadscythe,Effect Monster,2500,2000
Guardian Eatos,Effect Monster,2500,2000
Guardian Elma,Effect Monster,1300,1200
Guardian Grarl,Effect Monster,2500,1000
Guardian Kay'est,Effect Monster,1000,1800
Guardian of Felgrand,Effect Monster,500,500
Guardian of Order,Effect Monster,2500,1200
Guardian of the Throne Room,Normal Monster,1650,1600
Guardian Sphinx,Effect Monster,1700,2400
Guardian Statue,Effect Monster,800,1400
Guardian Tryce,Effect Monster,1900,1700
Guerilla Kite,Tuner Monster,1600,200
Guiding Light,Effect Monster,0,0
Guldfaxe of the Nordic Beasts,Tuner Monster,1600,1000
Gundari,Spirit Monster,1000,200
Gusto Codor,Effect Monster,1000,400
Gusto Falco,Tuner Monster,600,1400
Gusto Griffin,Effect Monster,800,300
Gusto Gulldo,Tuner Monster,500,500
Gusto Squirro,Tuner Monster,0,1800
Gusto Thunbolt,Effect Monster,1500,1200
Gyaku-Gire Panda,Effect Monster,800,1600
Gyakutenno Megami,Normal Monster,1800,2000
Gyakutenno Megami,Normal Monster,1800,2000
Gyroid,Effect Monster,1000,1000
Hade-Hane,Flip Effect Monster,900,1000
Hammer Bounzer,Effect Monster,2300,2000
Hammer Shark,Effect Monster,1700,1500
Hand of Nephthys,Effect Monster,600,600
Hand-Holding Genie,Effect Monster,1000,1600
Hane-Hane,Flip Effect Monster,450,500
Hanewata,Tuner Monster,200,300
Hannibal Necromancer,Effect Monster,1400,1800
Hard Armor,Normal Monster,300,1200
